"Autres","Université Paris-Dauphine","M2 Parcours MIAGE Informatique décisionnelle","Sciences, Technologie, Santé","Informatique","La mention Informatique des Organisations du master vise à apporter une compréhension approfondie du fonctionnement des organisations, de leurs structures et de leurs impératifs stratégiques, des outils formels de management scientifique et des nouvelles technologies de l’information et de la communication.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/A5STI/description","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 Parcours MIAGE - Informatique décisionnelle en apprentissage","Sciences, Technologie, Santé","Informatique","La mention Informatique des Organisations du master vise à apporter une compréhension approfondie du fonctionnement des organisations, de leurs structures et de leurs impératifs stratégiques, des outils formels de management scientifique et des nouvelles technologies de l’information et de la communication.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/A5STI/description","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 Parcours ISI : Informatique Systèmes Intelligents","Sciences, Technologie, Santé","Informatique","La mention Informatique des Organisations du master vise à apporter une compréhension approfondie du fonctionnement des organisations, de leurs structures et de leurs impératifs stratégiques, des outils formels de management scientifique et des nouvelles technologies de l’information et de la communication.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/A5STI/description","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 Parcours MODO : Modélisation, Optimisation, Décision, Organisation","Sciences, Technologie, Santé","Informatique","La mention Informatique des Organisations du master vise à apporter une compréhension approfondie du fonctionnement des organisations, de leurs structures et de leurs impératifs stratégiques, des outils formels de management scientifique et des nouvelles technologies de l’information et de la communication.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/A5STI/description","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","Master - Journalisme","Sciences Humaines et sociales","Journalisme","Une pédagogie active basée sur la pratique et un haut niveau d’exigence académique, c’est le projet fondateur d’IPJ Paris-Dauphine. Intégrer l’Institut, c’est l’assurance, dès l’obtention du diplôme, de devenir journaliste et de bénéficier d’un réseau professionnel dans tous les médias. Entrer à IPJ, c’est aussi devenir étudiant de PSL, l’université de rang mondial.","Bac+3","Bac+5","2.0","120.0","https://www.ipj.eu/wp-content/uploads/2018/03/document4pages-journalisme.pdf","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M1 Innovation, réseaux et numérique en formation initiale","Sciences, Technologie, Santé","Gestion","Former des cadres et des experts spécialistes de l'innovation, de l'économie du numérique et du management des secteurs à forte intensité technologique. L'objectif est de donner des clés pour comprendre de manière approfondie les logiques de l'innovation et de la concurrence fondée sur l'innovation afin de mener des carrières opérationnelles en entreprise, dans le conseil, au sein des pouvoirs publics ou dans la recherche.","Bac+3","Bac+4","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/M5IRNG/programme//","Oui","Non","Responsabilité dans l'entreprise et développement durable","Limites de l’intégration des objectifs de développement durable dans le management stratégique de l’entreprise","Optionnel","2.0","18.0","     Examen terminal     Présence aux cours obligatoire","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Industries de réseau et économie numérique (IREN) (116)","Sciences, Technologie, Santé","Gestion","Former des cadres et des experts spécialistes de l'innovation, de l'économie du numérique et du management des secteurs à forte intensité technologique. L'objectif est de donner des clés pour comprendre de manière approfondie les logiques de l'innovation et de la concurrence fondée sur l'innovation afin de mener des carrières opérationnelles en entreprise, dans le conseil, au sein des pouvoirs publics ou dans la recherche.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/M5IRNG/programme//","Oui","Oui","Transition énergétique et électromobilité","Non indiqué ","Optionnel","2.0","Non indiqué ","Non indiqué ","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Management de la technologie et de l’innovation (MTI) (236)","Sciences, Technologie, Santé","Gestion","Former des cadres et des experts spécialistes de l'innovation, de l'économie du numérique et du management des secteurs à forte intensité technologique. L'objectif est de donner des clés pour comprendre de manière approfondie les logiques de l'innovation et de la concurrence fondée sur l'innovation afin de mener des carrières opérationnelles en entreprise, dans le conseil, au sein des pouvoirs publics ou dans la recherche.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/M5IRNG/programme//","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 Management des processus de production de biens et services (266)","Sciences, Technologie, Santé","Gestion","Former des cadres à même de penser et d'intégrer le management des systèmes d'Information dans la stratégie globale de l'entreprise et dans l'amélioration de ses prises de décision, notamment celles du pilotage et du contrôle des processus de production de la chaîne logistique ou des systèmes de services.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/M5IRNG/programme//","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M1 Management des systèmes d'information","Droit, Economie, Gestion","Gestion","Former des cadres à même de penser et d'intégrer le management des systèmes d'Information dans la stratégie globale de l'entreprise et dans l'amélioration de ses prises de décision, notamment celles du pilotage et du contrôle des processus de production de la chaîne logistique ou des systèmes de services.","Bac+3","Bac+4","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/MSI/programme//","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Gestion des systèmes d'information (265)","Droit, Economie, Gestion","Gestion","Former des cadres à même de penser et d'intégrer le management des systèmes d'Information dans la stratégie globale de l'entreprise et dans l'amélioration de ses prises de décision, notamment celles du pilotage et du contrôle des processus de production de la chaîne logistique ou des systèmes de services.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/MSI/programme//","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Systèmes d'information de l'entreprise étendue : audit et conseil (243)","Droit, Economie, Gestion","Gestion","Former des cadres à même de penser et d'intégrer le management des systèmes d'Information dans la stratégie globale de l'entreprise et dans l'amélioration de ses prises de décision, notamment celles du pilotage et du contrôle des processus de production de la chaîne logistique ou des systèmes de services.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/MSI/programme//","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M1 Innovation, réseaux et numérique en formation initiale","Droit, Economie, Gestion","Gestion","Former des spécialistes du management de la communication à distance (télécoms, audiovisuel et internet) des médias et des nouveaux métiers de l'économie numérique. Ces professionnels sont aptes à suivre les évolutions rapides et souvent complexes de secteurs en pleine croissance, exigeant une formation polyvalente, technique, juridique, économique et de management.","Bac+3","Bac+4","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/MTM/programme//","Oui","Non","Responsabilité dans l'entreprise et développement durable","Développement durable, responsabilité sociétale/sociale de l’entreprise (RSE), approches théoriques, comportements stratégiques en matière de RSE, greenwashing","Optionnel","2.0","18.0","Examen terminal / Présence aux cours obligatoire","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Management des télécoms et des médias (226)","Droit, Economie, Gestion","Gestion","Former des spécialistes du management de la communication à distance (télécoms, audiovisuel et internet) des médias et des nouveaux métiers de l'économie numérique. Ces professionnels sont aptes à suivre les évolutions rapides et souvent complexes de secteurs en pleine croissance, exigeant une formation polyvalente, technique, juridique, économique et de management.","Bac+3","Bac+4","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/MTM/programme//","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M1 Management général en formation initiale","Droit, Economie, Gestion","Gestion","Le cursus se caractérise par la place accordée à une vision globale de la gestion et de l'organisation à travers notamment la place qu'ont les sciences sociales dans les parcours (M2) et par le fait qu'elles sont en lien avec des questions essentielles de la gestion et des organisations.","Bac+3","Bac+4","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/MG/description","Oui","Non","Responsabilité dans l'entreprise et développement durable","Développement durable, responsabilité sociétale/sociale de l’entreprise (RSE), approches théoriques, comportements stratégiques en matière de RSE, greenwashing","Optionnel","2.0","18.0","Examen terminal / Présence aux cours obligatoire","","1.0"
"Autres","Université Paris-Dauphine","M1 Management général en apprentissage","Droit, Economie, Gestion","Gestion","Le cursus se caractérise par la place accordée à une vision globale de la gestion et de l'organisation à travers notamment la place qu'ont les sciences sociales dans les parcours (M2) et par le fait qu'elles sont en lien avec des questions essentielles de la gestion et des organisations.","Bac+3","Bac+4","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/MG/description","Non","Non","","","","","","","","1.0"
