"","ETABLISSEMENT","","","","","FORMATION","","","","","","","UNITE DE VALEUR (COURS)","","","","","","",""
"Université","Université de Strasbourg","Biomatériaux pour la santé","Sciences, Technologie, Santé","MASTER - Biologie-santé","Ce projet de Master Biologie – Santé représente une offre de formation à et par la recherche émanant des Facultés de Médecine et de Chirurgie Dentaire qui rassemble la précédente mention de master Biomorphologie – Biomatériaux, la spécialité Physiopathologie : de la molécule à l’Homme de la mention Sciences du Vivant, et se déclinera en trois parcours : Recherche en biomédecine, International master of Biomedicine, Biomatériaux pour la santé. Cette nouvelle formation a pour objectif de mieux former encore les nouveaux diplômés au monde de la recherche et aux besoins des entreprises spécialisées dans le diagnostic et/ou la thérapeutique médicale, ainsi que dans le domaine des matériaux en relation avec le vivant : la médecine translationnelle.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME211&cHash=9137570a02304fb8de93cdae4cbc5c9f#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Biotechnologie synthétique","Sciences, Technologie, Santé","MASTER - Biotechnologies","Le Master mettra l’accent sur les aspects expérimentaux et technologiques des biotechnologies ainsi que sur la réglementation et l’enregistrement appliqués à la santé. L’objectif du Master sera de former des acteurs scientifiques de haut niveau de qualification capables de s’insérer dans les secteurs des biotechnologies et de les faire évoluer. La formation sera assurée par des spécialistes issus de différentes universités ainsi que de nombreux acteurs industriels. Le Master bénéficiera du positionnement européen et international de l’ESBS.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME107&cHash=da5cc8c5e7138b83eba61cc87a6e4687#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Biotechnologies à haut débit","Sciences, Technologie, Santé","MASTER - Biotechnologies","Le Master mettra l’accent sur les aspects expérimentaux et technologiques des biotechnologies ainsi que sur la réglementation et l’enregistrement appliqués à la santé. L’objectif du Master sera de former des acteurs scientifiques de haut niveau de qualification capables de s’insérer dans les secteurs des biotechnologies et de les faire évoluer. La formation sera assurée par des spécialistes issus de différentes universités ainsi que de nombreux acteurs industriels.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME107&cHash=da5cc8c5e7138b83eba61cc87a6e4687#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Biotechnologie pharmaceutique","Sciences, Technologie, Santé","MASTER - Biotechnologies","Le Master mettra l’accent sur les aspects expérimentaux et technologiques des biotechnologies ainsi que sur la réglementation et l’enregistrement appliqués à la santé. L’objectif du Master sera de former des acteurs scientifiques de haut niveau de qualification capables de s’insérer dans les secteurs des biotechnologies et de les faire évoluer. La formation sera assurée par des spécialistes issus de différentes universités ainsi que de nombreux acteurs industriels.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME107&cHash=da5cc8c5e7138b83eba61cc87a6e4687#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Chimie moléculaire et supramoléculaire","Sciences, Technologie, Santé","MASTER - Chimie","Cette filière de master, à la fois théorique et expérimentale, permet de former des spécialistes de chimie moléculaire et supramoléculaire de très haut niveau. Cette formation prépare les étudiants à intégrer les meilleures écoles doctorales en France ou à l’étranger et ainsi de poursuivre dans de bonnes conditions leur formation en doctorat.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME179&cHash=9431fc1a911c7ce61baec0bad7cffe47#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Chimie verte","Sciences, Technologie, Santé","MASTER - Chimie","Former des professionnels maîtrisant les concepts et technologies de la chimie et sensibilisés aux stratégies d'évaluation et de contrôle des produits sur l'environnement.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME179&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN7709&cHash=656272349e7a2b4f46d571ab768bc84e","Oui","Improbable","Chimie verte","prendre conscience des enjeux et problèmes environnementaux","Obligatoire","non indiqué","24.0","non indiqué","","1.0"
"Université","Université de Strasbourg","Chimie verte","Sciences, Technologie, Santé","MASTER - Chimie","Former des professionnels maîtrisant les concepts et technologies de la chimie et sensibilisés aux stratégies d'évaluation et de contrôle des produits sur l'environnement.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME179&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN27811&cHash=f591cbc5e4f239f3ae3ce1d2cd15494f","Oui","Improbable","Mécanismes et évaluation de la pollution de l’environnement","processus de pollutions chimiques au niveau des surfaces continentales, contamination par les activités humaines, échanges et interactions entre les différents milieux","Obligatoire","non indiqué","24.0","non indiqué","",""
"Université","Université de Strasbourg","Chimie verte","Sciences, Technologie, Santé","MASTER - Chimie","Former des professionnels maîtrisant les concepts et technologies de la chimie et sensibilisés aux stratégies d'évaluation et de contrôle des produits sur l'environnement.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME179&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN26149&cHash=1584f21972407c9e7506a0c122217488","Oui","Improbable","Projet interdisciplinaire en environnement","non indiqué","Obligatoire","non indiqué","87.0","non indiqué","",""
"Université","Université de Strasbourg","Chimie verte","Sciences, Technologie, Santé","MASTER - Chimie","Former des professionnels maîtrisant les concepts et technologies de la chimie et sensibilisés aux stratégies d'évaluation et de contrôle des produits sur l'environnement.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME179&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN12863&cHash=2edad39b2aa109b403c764b462091cc6","Oui","Improbable","Evaluation des impacts sur l'environnement (ACV)","Analyse du Cycle de Vie, Savoir critiquer, mettre en place une ACV, modéliser","Obligatoire","non indiqué","72.0","non indiqué","",""
"Université","Université de Strasbourg","Préparation à l'agrégation","Sciences, Technologie, Santé","MASTER - Chimie","Cette filière est tout particulièrement destinée aux étudiants souhaitant se préparer au concours de l’agrégation de sciences physiques, option chimie. Les étudiants admis au concours peuvent devenir professeurs de sciences physiques en collèges, lycées, classes préparatoires et BTS, ou PRAG en IUT et universités.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME179&cHash=9431fc1a911c7ce61baec0bad7cffe47#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Chimie, biologie et médicament","Sciences, Technologie, Santé","MASTER - Chimie","La spécialité Chimie, Biologie et Médicamentpermet aux étudiants d’acquérir, en fin de M2, une triple compétence en chimie, biologie et médicament. Cette formation interdisciplinaire repose sur un enseignement fondamental et appliqué de haut niveau à l’interface de la chimie organique, de la biologie moléculaire et cellulaire, la biophysique et le médicament.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME179&cHash=9431fc1a911c7ce61baec0bad7cffe47#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Chimie physique et matériaux","Sciences, Technologie, Santé","MASTER - Chimie","Cette lière de master chimie physique et matériaux a pour objectif d’apporter aux étudiants les connaissances et compétences fondamentales, tant théoriques qu’expérimentales, nécessaires à la compréhension de la matière. Ce master offre une formation approfondie en chimie physique, enchimie des matériaux ou en chimie théorique.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME179&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN26898&cHash=8734661124bdac0585848075072849bf","Oui","Oui","Energy conversion","Sustainability, society transition from fossil to renewable energy sources, key materials in state-of-the art and future technologies for energy conversion and storage","Obligatoire","non indiqué","24.0","non indiqué","","1.0"
"Université","Université de Strasbourg","Sciences analytiques","Sciences, Technologie, Santé","MASTER - Chimie","Cette filière de master a pour objectif de former des experts dans le domaine des sciences analytiques. Elle commence par une formation de chimie et de chimie physique de haut niveau puis les étudiants sont formés à la compréhension des principes et à la mise en œuvre des méthodes à la pointe des sciences analytiques. Les secteurs d’activités visés sont l´industrie chimique, l’industrie pharmaceutique/cosmétique, l’agroalimentaire, l’environnement.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME179&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN12863&cHash=2edad39b2aa109b403c764b462091cc6","Oui","Improbable","Evaluation des impacts sur l'environnement (ACV)","Analyse du Cycle de Vie, Savoir critiquer, mettre en place une ACV, modéliser","Obligatoire","non indiqué","72.0","non indiqué","","1.0"
"Université","Université de Strasbourg","Sciences analytiques","Sciences, Technologie, Santé","MASTER - Chimie","Cette filière de master a pour objectif de former des experts dans le domaine des sciences analytiques. Elle commence par une formation de chimie et de chimie physique de haut niveau puis les étudiants sont formés à la compréhension des principes et à la mise en œuvre des méthodes à la pointe des sciences analytiques. Les secteurs d’activités visés sont l´industrie chimique, l’industrie pharmaceutique/cosmétique, l’agroalimentaire, l’environnement.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME179&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN29504&cHash=188031a09906de8653ff554651aee788","Oui","Improbable","Pollution atmosphérique","Atmosphère : description et dynamiques. Pollution atmosphérique et modélisation, scénarios d'émission et de gestion de la qualité de l'air","Obligatoire","non indiqué","42.0","non indiqué","",""
"Université","Université de Strasbourg","Sciences analytiques","Sciences, Technologie, Santé","MASTER - Chimie","Cette filière de master a pour objectif de former des experts dans le domaine des sciences analytiques. Elle commence par une formation de chimie et de chimie physique de haut niveau puis les étudiants sont formés à la compréhension des principes et à la mise en œuvre des méthodes à la pointe des sciences analytiques. Les secteurs d’activités visés sont l´industrie chimique, l’industrie pharmaceutique/cosmétique, l’agroalimentaire, l’environnement.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME179&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN27811&cHash=f591cbc5e4f239f3ae3ce1d2cd15494f","Oui","Improbable","Mécanismes et évaluation de la pollution de l’environnement","processus de pollutions chimiques au niveau des surfaces continentales, contamination par les activités humaines, échanges et interactions entre les différents milieux","Obligatoire","non indiqué","24.0","non indiqué","",""
